702754,99999,VALDEZ,US,AK,,61.133,-146.25,37,1996,8,15,1996,10,9
702755,46404,MCCARTHY AIRPORT,US,AK,PAMX,61.437,-142.904,466.7,2006,1,1,2014,9,1
702755,99999,MCCARTHY,US,AK,PAMX,61.433,-142.933,455,1974,4,21,2005,12,31
702756,26479,VALDEZ PIONEER FIELD AIRPORT,US,AK,PAVD,61.132,-146.244,18.3,2006,1,1,2016,3,29
702756,99999,VALDEZ PIONEER FIEL,US,AK,PAVD,61.133,-146.25,36,1975,5,1,2005,12,31
702757,26444,WHITTIER AIRPORT,US,AK,PAWR,60.783,-148.733,11.9,2006,1,1,2012,5,20
702757,99999,WHITTIER,US,AK,PAWR,60.767,-148.683,9,1975,5,1,2005,12,31
702758,27517,ALPINE AIRSTRIP,US,AK,PALP,70.344,-150.945,5.5,2006,1,1,2016,3,29
702758,99999,DEADHORSE ALPINE AIR,US,AK,PALP,70.333,-150.933,5,2004,6,8,2005,12,31
702770,26438,SEWARD AIRPORT,US,AK,PAWD,60.128,-149.417,6.7,2006,1,1,2016,3,29
702770,99999,SEWARD,US,AK,PAWD,60.117,-149.45,18,1945,1,1,2005,12,31
702790,26417,CAPE HINCHINBROOK,US,AK,,60.233,-146.65,56,1974,1,1,1980,6,22
702795,99999,HINCHINBROOK,US,AK,,60.4,-146.083,110,1973,1,1,1974,5,29
702910,26412,NORTHWAY AIRPORT,US,AK,PAOR,62.962,-141.938,522.1,1945,1,1,2016,3,29
702913,46402,DEVILS MOUNTAIN LODGE AIRPORT,US,AK,PABN,62.402,-142.995,877.8,2006,1,1,2014,10,1
702913,99999,NABESNA/DEVIL MTN,US,AK,PABN,62.4,-143,878,1992,4,16,2005,12,31
702915,26486,DUFFY'S TAVERN AIRPORT,US,AK,PADT,62.709,-143.981,668.1,2006,1,1,2011,7,1
702915,99999,SLANA AIRPORT,US,AK,PADT,62.7,-143.983,730,1974,9,4,2005,12,31
702923,26440,TANACROSS,US,AK,TSG,63.383,-143.333,472,1944,5,22,1950,9,1
702924,99999,TOK,US,AK,PATJ,63.317,-142.717,509,1977,10,6,1985,7,29
702960,26410,M.K.(MUDHOLE) SMITH ARPT,US,AK,PACV,60.489,-145.451,9.5,1942,6,11,2016,3,29
702965,99999,JOHNSTONE POINT,US,AK,,60.483,-146.6,14,1975,4,1,1982,7,29
702980,26445,YAKATAGA,US,AK,PACY,60.083,-142.5,11,1973,3,15,1999,7,6
702986,26557,BIG RIVER LAKE,US,AK,PALV,60.814,-152.297,18.3,2006,1,1,2012,8,6
702986,99999,BIG RIVER LAKE,US,AK,PALV,60.817,-152.3,12,1978,8,23,2005,12,31
702987,99999,NIGHTMUTE,US,AK,,60.467,-164.7,4,1984,9,11,1985,5,9
703050,25623,CAPE HEWENHAM LRRS AIRPORT,US,AK,PAEH,58.65,-162.067,164.9,2006,1,1,2016,3,29
703050,99999,CAPE NEWENHAM AFS,US,AK,PAEH,58.65,-162.067,161,1953,7,26,2005,12,31
703051,26521,HOLY CROSS AIRPORT,US,AK,PAHC,62.183,-159.767,6.1,2006,1,1,2016,3,29
703051,99999,HOLY CROSS,US,AK,PAHC,62.183,-159.783,21,2005,9,29,2005,12,31
703052,26652,KALSKAG AIRPORT,US,AK,PALG,61.536,-160.341,16.8,2006,1,17,2016,3,29
